time,controller,downrange,altitude,velocity,gamma,gamma_rate_cmd,qbar,heat_rate,heat_load,load_factor,corridor_lower,corridor_upper,corridor_margin
4.7,1.0,14739.157528648295,52536.24916074905,3152.794508721975,-0.10012962719694606,-0.00044444325346863057,4126.485517689713,92107.85383130684,419770.0336664309,0.8521046797200659,37352.160815094525,60952.32719534271,8416.078034593658
4.800000000000001,1.0,15052.859925097679,52504.725817857514,3152.851024162699,-0.10017407152229292,-0.000441998815574553,4144.7404674237805,92314.67411874644,429001.50107830553,0.8528835646981306,37353.27746919211,60952.363793602075,8447.637975744561
4.9,1.0,15366.566540275024,52473.1880064329,3152.9073990621396,-0.10021827140385038,-0.00043956782208889265,4163.084166274478,92522.03930401219,438253.7050087068,0.853658184168895,37354.39138969668,60952.40028684854,8479.212280415639
5.0,1.0,15680.277367165709,52441.63580392519,3152.9636322888114,-0.10026222818605927,-0.0004371501990674036,4181.5170296498645,92729.95037444115,447526.7000461509,0.8544285615181295,37355.50255392649,60952.43667445466,8510.800870529463
5.1000000000000005,1.0,15993.992398610751,52410.06928738008,3153.0197227083586,-0.10030594320596602,-0.00043474587297253275,4200.039474902699,92938.40831934444,456820.5408780853,0.8551947200030388,37356.61093914043,60952.472955792,8542.40366841192
5.2,1.0,16307.711627306619,52378.488533441254,3153.075669183528,-0.10034941779326327,-0.00043235477067118374,4218.651921338689,93147.41412999795,466135.2822910851,0.8559566827529718,37357.71652253748,60952.50913023109,8574.020596789836
5.300000000000001,1.0,16621.43504580504,52346.89361835275,3153.1314705741424,-0.1003926532703304,-0.0004299768194324919,4237.35479022477,93356.96879963264,475470.9791710484,0.8567144727701296,37358.81928125619,60952.54519714143,8605.651578788682
5.4,1.0,16935.162646512814,52315.28461796123,3153.187125737073,-0.10043565095227365,-0.0004276119469256129,4256.148504797383,93567.07332342475,484827.68650339084,0.8574681129302669,37359.91919237423,60952.58115589145,8637.296537930219
5.5,1.0,17248.894421691624,52283.661607718284,3153.242633526213,-0.1004784121469662,-0.0004252600812175223,4275.033490270851,93777.72869848649,494205.4593732395,0.8582176259833916,37361.01623290778,60952.61700584849,8668.955398130209
5.6000000000000005,1.0,17562.630363457833,52252.02466268268,3153.2979927924507,-0.10052093815508796,-0.0004229211507708258,4294.010173845722,93988.935923856,503604.35296562506,0.8589630345544599,37362.11037981105,60952.65274637881,8700.62808369613
5.7,1.0,17876.370463782285,52220.373857522645,3153.3532023836424,-0.10056323027016505,-0.0004205950844415861,4313.07898471717,94200.69600048756,513024.4225656738,0.8597043611440667,37363.20160997576,60952.68837684751,8732.314519324864
5.800000000000001,1.0,18190.11471449012,52188.70926651812,3153.4082611445847,-0.1006052897786092,-0.00041828181147715734,4332.240354083446,94413.00993124192,522465.723558798,0.8604416281291332,37364.28990023061,60952.72389661856,8764.014630100442
5.9,1.0,18503.863107260546,52157.03096356298,3153.4631679169884,-0.10064711795975692,-0.000415981261514033,4351.494715154316,94625.87872087608,531928.3114308857,0.8611748577635905,37365.37522734076,60952.759305054766,8795.728341491784
6.0,1.0,18817.61563362666,52125.33902216727,3153.517921539451,-0.10068871608590832,-0.0004136933645757061,4370.842503159586,94839.30337603373,541412.241768489,0.861904072179059,37366.45756800729,60952.79460151773,8827.455579350462
6.1000000000000005,1.0,19131.372284975227,52093.63351545941,3153.5725208474287,-0.10073008542236589,-0.00041141805107053976,4390.2841553576045,95053.28490523461,550917.5702590125,0.8626292933855235,37367.53689886669,60952.82978536785,8859.19626990844
6.2,1.0,19445.13305254646,52061.91451618843,3153.6269646732103,-0.10077122722747295,-0.0004091552517896515,4409.820111043841,95267.82431886494,560444.352690899,0.8633505432720069,37368.61319649034,60952.86485596429,8890.95033977586
6.300000000000001,1.0,19758.89792743382,52030.182096726116,3153.681251845889,-0.1008121427526519,-0.0004069048979048088,4429.45081155946,95482.92262916683,569992.6449538157,0.864067843607236,37369.68643738397,60952.89981266495,8922.717715938838
