time,east,north,altitude,velocity,gamma,heading,target_east,target_north,target_altitude,horizontal_range,range_to_target,altitude_error,gamma_rate_cmd,heading_rate_cmd,throttle_cmd,qbar,load_factor
0.55,962.2457382817394,3.8136790271048238,29983.181858977776,1749.6466103492999,-0.017498553576815463,0.007910553896958383,52000.0,14000.0,29000.0,52922.07093085955,52931.2028786306,-983.1818589777758,-8.079201598847722e-05,0.014285784134461162,0.20588347412675034,29138.076506012632,2.732290144561318
0.6000000000000001,1049.7108797265334,4.536830827109879,29981.650960210776,1749.614541434896,-0.01750259317761489,0.008624843103681279,52000.0,14000.0,29000.0,52837.533541594574,52846.651638176794,-981.6509602107762,-8.054527895014207e-05,0.014269850705782466,0.2059636464127601,29143.204294224248,2.729611602127076
0.65,1137.1738735622714,5.322408551289914,29980.119736709097,1749.5824819880886,-0.017506620441562395,0.009338335638970463,52000.0,14000.0,29000.0,52752.99121809903,52762.095458341304,-980.1197367090972,-8.029931617133659e-05,0.014253972588207256,0.2060437950297785,29148.334595363816,2.7269427503433006
0.7000000000000001,1224.6346763996617,6.170339950052472,29978.588189554768,1749.5504319855336,-0.01751063540737096,0.010051034268380832,52000.0,14000.0,29000.0,52668.44398973231,52677.53436849817,-978.5881895547682,-8.005412480095496e-05,0.014238149756491975,0.20612392003616606,29153.467405298088,2.7242835814287703
0.75,1312.093244997191,7.0805529901932305,29977.056319826388,1749.5183914039405,-0.01751463811361101,0.010762941756205624,52000.0,14000.0,29000.0,52583.89188577016,52592.96839793773,-977.0563198263881,-7.980970199603435e-05,0.014222382186040964,0.20620402149014866,29158.602719906445,2.721634087707992
0.8,1399.5495362602828,8.052975854968938,29975.52412859915,1749.4863602200726,-0.01751862859871081,0.011474060865507507,52000.0,14000.0,29000.0,52499.33493540521,52508.39757586721,-975.5241285991506,-7.95660449217278e-05,0.014206669852909559,0.20628409944981854,29163.74053508068,2.7189942616116913
0.8500000000000001,1487.0035072404569,9.087536944171317,29973.991616944848,1749.454338410747,-0.0175226069009569,0.012184394358152772,52000.0,14000.0,29000.0,52414.77316774755,52423.821931411185,-973.9916169448479,-7.932315075124523e-05,0.014191012733806924,0.2063641539731327,29168.880846725144,2.7163640956772745
0.9,1574.4551151344926,10.184164874202194,29972.458785931885,1749.4223259528335,-0.017526573058494463,0.01289394499484331,52000.0,14000.0,29000.0,52330.206611825284,52339.241493612215,-972.4587859318854,-7.908101666580912e-05,0.01417541080609916,0.2064441851179163,29174.02365075661,2.7137435825493204
0.9500000000000001,1661.9043172835925,11.342788478149732,29970.925636625292,1749.390322823256,-0.017530527109327752,0.013602715535148135,52000.0,14000.0,29000.0,52245.63529658505,52254.65629143139,-970.9256366252921,-7.883963985460593e-05,0.014159864047812349,0.20652419294186017,29179.16894310426,2.711132714980072
1.0,1749.3510711725494,12.56333680586576,29969.39217008674,1749.3583289989908,-0.017534469091320483,0.014310708737538924,52000.0,14000.0,29000.0,52161.059250892664,52170.06635374888,-969.3921700867395,-7.859901751474672e-05,0.014144372437635592,0.20660417750252294,29184.316719709575,2.7085314858299263
1.05,1836.795334428915,13.845739124044334,29967.85838737455,1749.3263444570675,-0.017538399042196222,0.015017927359420646,52000.0,14000.0,29000.0,52076.478503533544,52085.471709364436,-967.8583873745483,-7.835914685121597e-05,0.014128935954924269,0.20668413885733117,29189.46697652636,2.7059398880679564
1.1,1924.2370648221704,15.189924916301475,29966.324289543703,1749.2943691745684,-0.017542316999538784,0.015724374157166654,52000.0,14000.0,29000.0,51991.89308321339,52000.87238699804,-966.3242895437033,-7.812002507682448e-05,0.014113554579702987,0.20676407706357908,29194.61970952067,2.7033579147723863
1.1500000000000001,2011.676220262898,16.595823883256106,29964.789877645864,1749.2624031286282,-0.017546223000792626,0.016430051886151986,52000.0,14000.0,29000.0,51907.30301855866,51916.268415290375,-964.7898776458642,-7.78816494121635e-05,0.014098228292669011,0.20684399217842953,29199.774914670717,2.7007855591311434
1.2000000000000002,2099.112758801957,18.063365942612364,29963.255152729384,1749.2304462964344,-0.017550117083263234,0.017134963300785344,52000.0,14000.0,29000.0,51822.708338117154,51831.65982280344,-963.2551527293836,-7.764401708556418e-05,0.014082957075195367,0.2069238842589141,29204.932587966945,2.6982228144423606
